id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,time_stamp
825,Tether USDt,USDT,tether,81279,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,106601457935.07361,109942615136.74486,True,,3,,,,2024-04-05T04:43:00.000Z,1.0003677618611657,68059578010.7602,-0.2191,0.00823106,0.0274243,0.04516841,0.00155908,0.09846557,-0.05940757,106640661885.64679,4.2322,109983047837.51,,2024-04-05T04:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-05 04:44:56.869211+00:00
1839,BNB,BNB,bnb,2130,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149535345.44125548,149535345.44125548,False,,4,,,,2024-04-05T04:43:00.000Z,575.526903441963,2138386299.1350312,-4.8662,-0.81569319,-0.32558734,-6.0124485,44.24496333,89.6957247,86.72102546,86061614316.93002,3.4155,86061614316.93,,2024-04-05T04:43:00.000Z,,,,,,2024-04-05 04:44:56.869211+00:00
5426,Solana,SOL,solana,649,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,444928751.0370778,573356764.478676,True,,5,,,,2024-04-05T04:43:00.000Z,176.4402095388391,4108166315.193709,6.1797,-1.59338386,-2.86722511,-6.63873347,43.21078156,82.95251766,79.29848371,78503322062.83598,3.1156,101163187665.13,,2024-04-05T04:43:00.000Z,,,,,,2024-04-05 04:44:56.869211+00:00
3408,USDC,USDC,usd-coin,17887,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33025665520.599983,33025665520.599983,False,,6,,,,2024-04-05T04:43:00.000Z,0.9998796407853009,11544052927.262001,17.3593,-0.00425866,-0.00356646,-0.01035847,0.01121413,-0.0303334,-0.02423173,33021690577.43301,1.31,33021690577.43,,2024-04-05T04:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-05 04:44:56.869211+00:00
52,XRP,XRP,xrp,1280,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55051549471.0,99987715632.0,False,,7,,,,2024-04-05T04:44:00.000Z,0.5836786917760539,2143438279.7571259,39.9463,-0.61049416,3.10891469,-6.30652151,-0.79878772,15.64167466,1.69240378,32132416375.477993,1.2752,58367869177.61,,2024-04-05T04:44:00.000Z,,,,,,2024-04-05 04:44:56.869211+00:00
74,Dogecoin,DOGE,dogecoin,942,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143756206383.7052,143756206383.7052,True,,8,,,,2024-04-05T04:44:00.000Z,0.17417175618953126,2053680235.0020523,-20.3443,-1.49936,0.02615777,-19.22889974,13.69823857,122.86619675,112.27053704,25038270928.99464,0.9937,25038270928.99,,2024-04-05T04:44:00.000Z,,,,,,2024-04-05 04:44:56.869211+00:00
2010,Cardano,ADA,cardano,1122,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35597249495.042,36771024607.588,False,,9,,,,2024-04-05T04:43:00.000Z,0.5729279590780177,471723259.5389946,3.0333,-0.52115906,1.48058831,-11.89821507,-16.18833091,15.26096196,7.52473799,20394659501.985413,0.8094,25781758158.51,,2024-04-05T04:43:00.000Z,,,,,,2024-04-05 04:44:56.869211+00:00
11419,Toncoin,TON,toncoin,246,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3470534448.9819,5104957715.352165,True,,10,3414166606.0,17553753177.588684,,2024-04-05T04:43:00.000Z,5.141445981792455,154752575.67649004,16.8832,-1.17898865,4.26311452,4.79027215,97.56818887,150.13656274,145.15714027,17843565397.390285,0.7082,26246864332.82,,2024-04-05T04:43:00.000Z,,,,,,2024-04-05 04:44:56.869211+00:00
5805,Avalanche,AVAX,avalanche,700,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377838377.9504299,436528017.9504299,False,,11,,,,2024-04-05T04:43:00.000Z,45.40516750260005,424065372.92305845,-19.7337,-0.83941765,-1.1603511,-16.50060492,16.17576236,29.86209856,27.68803552,17155814839.749975,0.6809,32498690475.97,,2024-04-05T04:43:00.000Z,,,,,,2024-04-05 04:44:56.869211+00:00
5994,Shiba Inu,SHIB,shiba-inu,785,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,12,,,,2024-04-05T04:43:00.000Z,2.683776120113349e-05,667651829.8947487,1.7416,-1.09390083,2.5898425,-13.94972615,-18.68645487,200.5931526,175.78292211,15815208485.747654,0.6277,15821775033.18,,2024-04-05T04:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-05 04:44:56.869211+00:00
1831,Bitcoin Cash,BCH,bitcoin-cash,869,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19687684.375,19687684.375,False,,13,,,,2024-04-05T04:43:00.000Z,701.9023396910703,2377556045.7095323,86.2204,0.83998757,12.43748533,22.14355506,77.37227939,197.68860098,191.1896741,13818831725.911827,0.5484,14739949133.51,,2024-04-05T04:43:00.000Z,,,,,,2024-04-05 04:44:56.869211+00:00
6636,Polkadot,DOT,polkadot-new,726,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1430042292.62819,1430042292.62819,True,,14,,,,2024-04-05T04:44:00.000Z,8.33365302363224,231104830.77676064,-5.5067,-0.78553034,0.14797932,-11.90671461,-9.8855743,21.9292464,14.13384266,11917476275.882895,0.473,11917476275.88,,2024-04-05T04:44:00.000Z,,,,,,2024-04-05 04:44:56.869211+00:00
1958,TRON,TRX,tron,962,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87700946066.86624,87700958677.71301,True,,15,71659659264.0,8519738526.06056,,2024-04-05T04:43:00.000Z,0.11889169741476376,278749421.0926996,-10.2668,-0.15429568,1.57312564,-1.39511592,-12.72119339,-0.53355586,14.72534186,10426914342.770376,0.4138,10426915842.1,,2024-04-05T04:43:00.000Z,,,,,,2024-04-05 04:44:56.869211+00:00
1,Bitcoin,BTC,bitcoin,10951,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19673506.0,19673506.0,False,,1,,,,2024-04-05T04:45:00.000Z,67624.89332775697,34923021132.07588,10.8332,-0.32180623,3.39750766,-4.06286068,6.18350958,58.29314801,53.85653393,1330418744632.9868,52.8002,1420122759882.9,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:45:57.312268+00:00
1027,Ethereum,ETH,ethereum,8723,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120139718.91617976,120139718.91617976,True,,2,,,,2024-04-05T04:44:00.000Z,3283.3408679321224,14537502093.534636,-2.4577,-0.45119998,-0.00507844,-8.2313918,-8.15886962,43.14568073,45.69838568,394459648979.37085,15.6549,394459648979.37,,2024-04-05T04:44:00.000Z,,,,,,2024-04-05 04:45:57.312268+00:00
825,Tether USDt,USDT,tether,81282,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,106601457935.07361,109942615136.74486,True,,3,,,,2024-04-05T04:44:00.000Z,1.0003949219607646,67954860868.74773,-0.4173,0.00459306,0.033505,0.04990937,-0.00927373,0.07117712,-0.04420873,106643557191.8617,4.2324,109986033889.89,,2024-04-05T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-05 04:45:57.312268+00:00
1839,BNB,BNB,bnb,2130,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149535345.44125548,149535345.44125548,False,,4,,,,2024-04-05T04:44:00.000Z,575.5657152292788,2138859144.9965527,-4.8316,-0.83846249,-0.31727967,-5.88814394,44.22296616,89.72475706,86.71361149,86067418050.95349,3.4158,86067418050.95,,2024-04-05T04:44:00.000Z,,,,,,2024-04-05 04:45:57.312268+00:00
5426,Solana,SOL,solana,649,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,444928751.0370778,573356764.478676,True,,5,,,,2024-04-05T04:44:00.000Z,176.51887388500367,4117218338.1171784,6.502,-1.55271496,-2.81483644,-6.57088751,43.23288348,83.07247866,79.40385404,78538322092.12613,3.1169,101208290400.13,,2024-04-05T04:44:00.000Z,,,,,,2024-04-05 04:45:57.312268+00:00
3408,USDC,USDC,usd-coin,17890,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33025665520.599983,33025665520.599983,False,,6,,,,2024-04-05T04:44:00.000Z,0.9998776076162095,11540597958.90116,17.1745,-0.00822955,-0.00242593,-0.00378151,0.00570472,-0.06055012,-0.0122158,33021623430.670647,1.31,33021623430.67,,2024-04-05T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-05 04:45:57.312268+00:00
52,XRP,XRP,xrp,1280,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55051549471.0,99987715632.0,False,,7,,,,2024-04-05T04:45:00.000Z,0.5836157394606957,2143362192.8192575,39.9429,-0.61767516,3.08369505,-6.31460532,-0.82671238,15.63075946,1.67976191,32128950752.974735,1.2751,58361573946.07,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:45:57.312268+00:00
74,Dogecoin,DOGE,dogecoin,942,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143756206383.7052,143756206383.7052,True,,8,,,,2024-04-05T04:45:00.000Z,0.17415683870235238,2053772476.3166323,-20.3438,-1.51548264,-0.03075643,-19.21427332,13.65751294,122.86210837,112.24993264,25036126447.629025,0.9936,25036126447.63,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:45:57.312268+00:00
2010,Cardano,ADA,cardano,1122,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35597249495.042,36771024607.588,False,,9,,,,2024-04-05T04:44:00.000Z,0.5728952593204707,470634479.874767,2.7943,-0.54784244,1.47368769,-11.89795331,-16.22118791,15.2561558,7.52038383,20393495480.557583,0.8094,25780286669.42,,2024-04-05T04:44:00.000Z,,,,,,2024-04-05 04:45:57.312268+00:00
11419,Toncoin,TON,toncoin,246,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3470534448.9819,5104957715.352165,True,,10,3414166606.0,17560043687.357048,,2024-04-05T04:44:00.000Z,5.143288454786394,155460690.8572253,17.2294,-1.1769766,4.28413116,4.80442334,97.59615934,150.20745483,145.34295086,17849959763.38707,0.7084,26256270079.54,,2024-04-05T04:44:00.000Z,,,,,,2024-04-05 04:45:57.312268+00:00
5805,Avalanche,AVAX,avalanche,700,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377838377.9504299,436528017.9504299,False,,11,,,,2024-04-05T04:44:00.000Z,45.40618391608691,423253569.0005265,-19.9851,-0.8476164,-1.20345558,-16.48497537,16.15703537,29.8784187,27.68774891,17156198879.773178,0.6809,32499417972.62,,2024-04-05T04:44:00.000Z,,,,,,2024-04-05 04:45:57.312268+00:00
5994,Shiba Inu,SHIB,shiba-inu,785,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,12,,,,2024-04-05T04:44:00.000Z,2.6831462740284192e-05,667559953.2576214,1.7728,-1.10593271,2.57553657,-13.95751833,-18.70364784,200.54414155,175.70345869,15811496869.464743,0.6275,15818061875.82,,2024-04-05T04:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-05 04:45:57.312268+00:00
1831,Bitcoin Cash,BCH,bitcoin-cash,869,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19687684.375,19687684.375,False,,13,,,,2024-04-05T04:44:00.000Z,701.9406667043162,2375594373.2030644,85.309,0.87211616,12.5086848,22.13890594,77.3743629,197.70237329,191.19274882,13819586296.05165,0.5485,14740754000.79,,2024-04-05T04:44:00.000Z,,,,,,2024-04-05 04:45:57.312268+00:00
6636,Polkadot,DOT,polkadot-new,726,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1430042292.62819,1430042292.62819,True,,14,,,,2024-04-05T04:45:00.000Z,8.333532467564684,231112085.30896378,-5.5102,-0.79030769,0.1259257,-11.90857557,-9.91205004,21.93483047,14.13947078,11917303875.607658,0.473,11917303875.61,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:45:57.312268+00:00
1958,TRON,TRX,tron,962,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87700946066.86624,87700958677.71301,True,,15,71659659264.0,8519282167.157734,,2024-04-05T04:44:00.000Z,0.11888532899343,278530430.395549,-10.4179,-0.16518016,1.56567771,-1.40208716,-12.72275615,-0.54252509,14.71600391,10426355826.194454,0.4138,10426357325.44,,2024-04-05T04:44:00.000Z,,,,,,2024-04-05 04:45:57.312268+00:00
1,Bitcoin,BTC,bitcoin,10951,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19673506.0,19673506.0,False,,1,,,,2024-04-05T04:46:00.000Z,67668.45155994406,34930338967.15715,10.8674,-0.2505524,3.43450814,-3.9825972,6.14559936,58.42173857,53.99539454,1331275687775.2688,52.8342,1421037482758.83,,2024-04-05T04:46:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
1027,Ethereum,ETH,ethereum,8723,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120139718.91617976,120139718.91617976,True,,2,,,,2024-04-05T04:45:00.000Z,3282.04390779853,14537130259.050533,-2.4588,-0.56671022,-0.07775747,-8.26375509,-8.35428916,43.11646381,45.64427403,394303832553.47565,15.6487,394303832553.48,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
825,Tether USDt,USDT,tether,81282,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,106601457935.07361,109942615136.74486,True,,3,,,,2024-04-05T04:45:00.000Z,1.0003483333034553,67956722084.926025,-0.4181,0.00975962,0.02853815,0.04463543,0.01308435,0.07717264,-0.0487857,106638590773.06929,4.2322,109980911811.07,,2024-04-05T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-05 04:46:57.756583+00:00
1839,BNB,BNB,bnb,2130,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149535345.44125548,149535345.44125548,False,,4,,,,2024-04-05T04:45:00.000Z,575.5385332019396,2138729332.1423264,-4.866,-0.86510092,-0.36966677,-5.91723917,44.18209559,89.72016978,86.69855182,86063353377.10551,3.4156,86063353377.11,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
5426,Solana,SOL,solana,649,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,444928751.0370778,573356764.478676,True,,5,,,,2024-04-05T04:45:00.000Z,176.50331618423155,4117339684.166704,6.5028,-1.56612882,-2.83813174,-6.60145873,43.12760668,83.11695169,79.38126468,78531400023.75258,3.1167,101199370287.15,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
3408,USDC,USDC,usd-coin,17890,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33025665520.599983,33025665520.599983,False,,6,,,,2024-04-05T04:45:00.000Z,0.9998633153031249,11540813152.522644,17.1729,0.0009568,-8.025e-05,-0.00016979,0.02084281,-0.05579783,-0.01706452,33021151417.5192,1.3126,33021151417.52,,2024-04-05T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-05 04:46:57.756583+00:00
52,XRP,XRP,xrp,1280,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55051549471.0,99987715632.0,False,,7,,,,2024-04-05T04:46:00.000Z,0.58320635046249,2143929159.3573616,39.9928,-0.70779947,2.94299131,-6.34683306,-0.94603921,15.55440854,1.62716733,32106413254.287132,1.2742,58320635046.25,,2024-04-05T04:46:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
74,Dogecoin,DOGE,dogecoin,942,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143756206383.7052,143756206383.7052,True,,8,,,,2024-04-05T04:46:00.000Z,0.17415688638208146,2054050020.3662803,-20.3304,-1.53854468,-0.11553908,-19.09076296,13.54642276,122.91093333,112.25275096,25036133301.886,0.9936,25036133301.89,,2024-04-05T04:46:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
2010,Cardano,ADA,cardano,1122,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35597249495.042,36771024607.588,False,,9,,,,2024-04-05T04:45:00.000Z,0.5728432198210639,470632408.42187625,2.7687,-0.55795069,1.45284073,-11.90851494,-16.256179,15.25621332,7.50571938,20391643017.5136,0.8093,25777944891.95,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
11419,Toncoin,TON,toncoin,246,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3470534448.9819,5104957715.352165,True,,10,3414166606.0,17560160516.824024,,2024-04-05T04:45:00.000Z,5.143322673815651,155464056.1494621,17.2401,-1.17388237,4.28775992,4.8089542,97.5676593,150.16594304,145.57059478,17850078521.706913,0.7084,26256444766.24,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
